[2026-01-07 16:37:23,539 ] 17 root - INFO - Starting Data Ingestion
[2026-01-07 16:37:26,428 ] 65 root - INFO - Performed train test split on the dataframe.
[2026-01-07 16:37:26,428 ] 66 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-01-07 16:37:26,428 ] 74 root - INFO - Exporting train and tst file path.
[2026-01-07 16:37:26,455 ] 82 root - INFO - Exported train and test file path.
[2026-01-07 16:37:26,456 ] 19 root - INFO - Data Ingestion Completed
[2026-01-07 16:37:26,458 ] 23 root - INFO - Initiate Data Validation
[2026-01-07 16:37:26,467 ] 33 root - INFO - Required number of columns: 2
[2026-01-07 16:37:26,467 ] 34 root - INFO - Dataframe has columns: 31
[2026-01-07 16:37:26,467 ] 33 root - INFO - Required number of columns: 2
[2026-01-07 16:37:26,467 ] 34 root - INFO - Dataframe has columns: 31
[2026-01-07 16:37:26,539 ] 25 root - INFO - Data Validation Completed
[2026-01-07 16:37:26,539 ] 28 root - INFO - Initiate Data Transformation
[2026-01-07 16:37:26,539 ] 55 root - INFO - Entered the initiate_data_transformation method of Data Transformation class
[2026-01-07 16:37:26,539 ] 57 root - INFO - Starting Data Transformation
[2026-01-07 16:37:26,548 ] 44 root - INFO - Entered the get_data_transformer_object method of Data Transformation class
[2026-01-07 16:37:26,548 ] 47 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-01-07 16:37:26,551 ] 49 root - INFO - Entered the save_object method of Main Utils
[2026-01-07 16:37:26,552 ] 53 root - INFO - Exited the save_object method of Main Utils
[2026-01-07 16:37:26,552 ] 32 root - INFO - Data Transformation Completed
[2026-01-07 16:37:26,552 ] 34 root - INFO - Model Training Started
[2026-01-07 16:39:05,916 ] 49 root - INFO - Entered the save_object method of Main Utils
[2026-01-07 16:39:05,934 ] 53 root - INFO - Exited the save_object method of Main Utils
[2026-01-07 16:39:05,934 ] 49 root - INFO - Entered the save_object method of Main Utils
[2026-01-07 16:39:05,944 ] 53 root - INFO - Exited the save_object method of Main Utils
[2026-01-07 16:39:05,945 ] 105 root - INFO - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/01_07_2026_16_37_23/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9914979757085021, precision_score=0.9878983461073013, recall_score=0.9951239333604226), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9742558326629123, precision_score=0.9680255795363709, recall_score=0.9805668016194332))
[2026-01-07 16:39:05,946 ] 38 root - INFO - Model Training Completed
