[2026-01-07 16:23:55,182 ] 17 root - INFO - Starting Data Ingestion
[2026-01-07 16:24:01,744 ] 65 root - INFO - Performed train test split on the dataframe.
[2026-01-07 16:24:01,744 ] 66 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-01-07 16:24:01,744 ] 74 root - INFO - Exporting train and tst file path.
[2026-01-07 16:24:01,772 ] 82 root - INFO - Exported train and test file path.
[2026-01-07 16:24:01,772 ] 19 root - INFO - Data Ingestion Completed
[2026-01-07 16:24:01,774 ] 23 root - INFO - Initiate Data Validation
[2026-01-07 16:24:01,784 ] 33 root - INFO - Required number of columns: 2
[2026-01-07 16:24:01,784 ] 34 root - INFO - Dataframe has columns: 31
[2026-01-07 16:24:01,784 ] 33 root - INFO - Required number of columns: 2
[2026-01-07 16:24:01,784 ] 34 root - INFO - Dataframe has columns: 31
[2026-01-07 16:24:01,865 ] 25 root - INFO - Data Validation Completed
[2026-01-07 16:24:01,865 ] 28 root - INFO - Initiate Data Transformation
[2026-01-07 16:24:01,865 ] 55 root - INFO - Entered the initiate_data_transformation method of Data Transformation class
[2026-01-07 16:24:01,865 ] 57 root - INFO - Starting Data Transformation
[2026-01-07 16:24:01,874 ] 44 root - INFO - Entered the get_data_transformer_object method of Data Transformation class
[2026-01-07 16:24:01,874 ] 47 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-01-07 16:24:01,878 ] 49 root - INFO - Entered the save_object method of Main Utils
[2026-01-07 16:24:01,880 ] 53 root - INFO - Exited the save_object method of Main Utils
[2026-01-07 16:24:01,881 ] 32 root - INFO - Data Transformation Completed
[2026-01-07 16:24:01,881 ] 34 root - INFO - Model Training Started
